Eil. Nr.,Stotis[name],NaudojamasPINN[pinn],Data,Vandens lygiscm.,Vandens debitasm3.,VandenstemperatūraºC
40,Jūra - Tauragės VMS,5227,2025-06-12 12:00:00,134.7,19.34,16.7
41,Jūra - Tauragės VMS,5227,2025-06-12 11:00:00,135.2,19.48,16.5
42,Katra - Paramėlio VMS,5429,2025-06-12 11:00:00,2.5,,14.6
43,Katra - Paramėlio VMS,5429,2025-06-12 12:00:00,2.5,,14.1
44,Klaipėdos jūrų uosto VMS – Baltijos jūra,5720,2025-06-12 11:00:00,534.0,,11.4
45,Klaipėdos jūrų uosto VMS – Baltijos jūra,5720,2025-06-12 12:00:00,533.5,,11.4
46,Klaipėdos kanalas - Lankupių VMS,5129,2025-06-12 12:00:00,521.2,,12.6
47,Klaipėdos kanalas - Lankupių VMS,5129,2025-06-12 11:00:00,522.1,,12.6
48,Kražantė - Pluskių VMS,5222,2025-06-12 12:00:00,31.7,1.45,16.7
49,Kražantė - Pluskių VMS,5222,2025-06-12 11:00:00,31.7,1.45,16.7
50,Kuršių marios - Juodkrantės VMS,5425,2025-06-12 11:00:00,520.0,,14.9
51,Kuršių marios - Juodkrantės VMS,5425,2025-06-12 12:00:00,519.2,,15.0
52,Leitė - Kūlynų VMS,5428,2025-06-12 12:00:00,187.8,,14.6
53,Leitė - Kūlynų VMS,5428,2025-06-12 11:00:00,186.0,,14.6
54,Lėvuo - Bernatonių VMS,5423,2025-06-12 12:00:00,29.3,,16.2
55,Lėvuo - Bernatonių VMS,5423,2025-06-12 11:00:00,29.3,,16.2
56,Lėvuo - Kupiškio VMS,5628,2025-06-12 12:00:00,138.8,,15.8
57,Lėvuo - Kupiškio VMS,5628,2025-06-12 11:00:00,139.3,,15.8
58,Mera-Kūna - Pažeimenės VMS,5524,2025-06-12 11:00:00,71.8,,12.2
59,Mera-Kūna - Pažeimenės VMS,5524,2025-06-12 12:00:00,72.0,,12.3
60,Merkys - Jašiūnų VMS,5622,2025-06-12 11:00:00,53.6,,11.7
61,Merkys - Jašiūnų VMS,5622,2025-06-12 12:00:00,53.6,,11.7
62,Merkys - Puvočių VMS,4428,2025-06-12 12:00:00,110.8,24.49,14.3
63,Merkys - Puvočių VMS,4428,2025-06-12 11:00:00,110.7,24.44,14.3
64,Minija - Kartenos VMS,5121,2025-06-12 11:00:00,105.1,7.96,14.9
65,Minija - Kartenos VMS,5121,2025-06-12 12:00:00,105.2,7.98,15.0
66,Minija - Lankupių VMS,5123,2025-06-12 12:00:00,520.3,34.81,15.9
67,Minija - Lankupių VMS,5123,2025-06-12 11:00:00,521.5,35.44,15.8
68,Minija - Priekulės VMS,5926,2025-06-12 12:00:00,148.2,,15.9
69,Minija - Priekulės VMS,5926,2025-06-12 11:00:00,148.0,,15.7
70,Mituva - Žindaičių VMS,5224,2025-06-12 12:00:00,31.9,,14.9
71,Mituva - Žindaičių VMS,5224,2025-06-12 11:00:00,31.9,,14.8
72,Musteika - Musteikos VMS,5324,2025-06-12 11:00:00,41.6,,14.0
73,Musteika - Musteikos VMS,5324,2025-06-12 12:00:00,41.5,,14.2
74,Mūša - Ustukių VMS,6424,2025-06-12 11:00:00,158.2,44.26,16.5
75,Mūša - Ustukių VMS,6424,2025-06-12 12:00:00,159.0,44.74,16.5
76,Mūša - Žilpamūšio VMS,5725,2025-06-12 12:00:00,187.8,,14.7
77,Mūša - Žilpamūšio VMS,5725,2025-06-12 11:00:00,187.5,,14.7
78,Nemunas - Birštono VMS,4424,2025-06-12 12:00:00,499.4,,18.1
79,Nemunas - Birštono VMS,4424,2025-06-12 11:00:00,501.5,,18.1
80,Nemunas - Darsūniškio VMS,4421,2025-06-12 12:00:00,487.8,,18.6
81,Nemunas - Darsūniškio VMS,4421,2025-06-12 11:00:00,493.6,,18.6
82,Nemunas - Druskininkų VMS,4323,2025-06-12 11:00:00,34.2,140.41,19.0
83,Nemunas - Druskininkų VMS,4323,2025-06-12 12:00:00,34.3,140.55,19.0
84,Nemunas - Kauno VMS,4324,2025-06-12 11:00:00,114.4,,18.0
85,Nemunas - Kauno VMS,4324,2025-06-12 12:00:00,99.0,,18.1
86,Nemunas - Lampėdžių VMS,5721,2025-06-12 12:00:00,-18.1,0.00,17.7
87,Nemunas - Lampėdžių VMS,5721,2025-06-12 11:00:00,-11.2,0.00,17.7
88,Nemunas - Lazdėnų VMS,5626,2025-06-12 12:00:00,181.2,,
89,Nemunas - Lazdėnų VMS,5626,2025-06-12 11:00:00,180.6,,
90,Nemunas - Nemajūnų VMS,4426,2025-06-12 12:00:00,37.7,170.22,20.0
91,Nemunas - Nemajūnų VMS,4426,2025-06-12 11:00:00,37.7,170.22,20.0
92,Nemunas - Panemunės VMS,5226,2025-06-12 11:00:00,163.6,,16.6
93,Nemunas - Panemunės VMS,5226,2025-06-12 12:00:00,164.2,,16.6
94,Nemunas - Smalininkų VMS,5225,2025-06-12 12:00:00,155.0,408.69,
95,Nemunas - Smalininkų VMS,5225,2025-06-12 11:00:00,155.7,410.19,
96,Nemunas - Šilininkų VMS,5126,2025-06-12 11:00:00,130.8,,18.1
97,Nemunas - Šilininkų VMS,5126,2025-06-12 12:00:00,132.0,,18.3
98,Nemunėlis - Kvetkų VMS,5629,2025-06-12 11:00:00,125.7,,15.6
99,Nemunėlis - Kvetkų VMS,5629,2025-06-12 12:00:00,125.6,,15.5
100,Nemunėlis - Tabokinės VMS,6421,2025-06-12 11:00:00,112.7,46.14,16.0
101,Nemunėlis - Tabokinės VMS,6421,2025-06-12 12:00:00,110.2,44.24,16.0
102,Neris - Buivydžių VMS,4522,2025-06-12 11:00:00,253.8,76.83,16.1
103,Neris - Buivydžių VMS,4522,2025-06-12 12:00:00,254.5,77.29,16.2
104,Neris - Jonavos VMS,5421,2025-06-12 11:00:00,93.5,208.54,
105,Neris - Jonavos VMS,5421,2025-06-12 12:00:00,93.5,208.54,
106,Neris - Vilniaus VMS,4523,2025-06-12 12:00:00,267.7,100.23,17.3
107,Neris - Vilniaus VMS,4523,2025-06-12 11:00:00,267.6,100.13,17.3
108,Nevėžis - Babtų VMS,5323,2025-06-12 12:00:00,204.1,20.89,17.2
109,Nevėžis - Babtų VMS,5323,2025-06-12 11:00:00,202.3,20.54,17.2
110,Nevėžis - Panevėžio VMS,5426,2025-06-12 12:00:00,61.7,3.85,18.1
111,Nevėžis - Panevėžio VMS,5426,2025-06-12 11:00:00,62.7,3.92,18.0
112,Nevėžis - Traupio VMS,5623,2025-06-12 12:00:00,81.7,,15.3
113,Nevėžis - Traupio VMS,5623,2025-06-12 11:00:00,81.6,,15.2
114,Paršežeris - Požerio VMS,5924,2025-06-12 11:00:00,69.9,,18.2
115,Paršežeris - Požerio VMS,5924,2025-06-12 12:00:00,72.0,,18.3
116,Pyvesa- Žadeikių VMS,5625,2025-06-12 12:00:00,96.7,,15.3
117,Pyvesa- Žadeikių VMS,5625,2025-06-12 11:00:00,96.7,,15.3
118,Platonis - Vaineikių VMS,5525,2025-06-12 11:00:00,148.0,,15.0
119,Platonis - Vaineikių VMS,5525,2025-06-12 12:00:00,148.0,,15.0
120,Sanžilės kanalas - Bernatonių VMS,5523,2025-06-12 12:00:00,24.5,,16.1
121,Sanžilės kanalas - Bernatonių VMS,5523,2025-06-12 11:00:00,24.5,,16.2
122,Sidabra - Šarkių VMS,5627,2025-06-12 11:00:00,69.4,,15.2
123,Skirvytė - Rusnės VMS,5127,2025-06-12 11:00:00,208.4,,
124,Skirvytė - Rusnės VMS,5127,2025-06-12 12:00:00,207.9,,
125,Skroblus - Dubininko VMS,4325,2025-06-12 12:00:00,18.0,,11.5
126,Skroblus - Dubininko VMS,4325,2025-06-12 11:00:00,17.9,,11.4
127,Smardonė - Likėnų VMS,6452,2025-06-12 11:00:00,114.1,,9.6
128,Smardonė - Likėnų VMS,6452,2025-06-12 12:00:00,114.1,,9.6
129,Spindžius - Drabužninkų VMS,6425,2025-06-12 11:00:00,109.6,,17.5
130,Spindžius - Drabužninkų VMS,6425,2025-06-12 12:00:00,108.9,,17.6
131,Stervas - Varnių VMS,5824,2025-06-12 12:00:00,121.4,,15.5
132,Stervas - Varnių VMS,5824,2025-06-12 11:00:00,121.5,,15.5
133,Strėva - Semeliškių VMS,4422,2025-06-12 11:00:00,303.9,1.97,16.4
134,Strėva - Semeliškių VMS,4422,2025-06-12 12:00:00,303.7,1.96,16.5
135,Svyla - Guntauninkų VMS,5621,2025-06-12 11:00:00,187.7,1.23,16.9
136,Svyla - Guntauninkų VMS,5621,2025-06-12 12:00:00,187.6,1.22,16.9
137,Šalčia - Valkininkų VMS,4427,2025-06-12 12:00:00,116.6,4.54,14.0
138,Šalčia - Valkininkų VMS,4427,2025-06-12 11:00:00,116.6,4.54,14.0
139,Šešupė - K. Naumiesčio VMS,4221,2025-06-12 12:00:00,17.2,4.47,17.4
140,Šešupė - K. Naumiesčio VMS,4221,2025-06-12 11:00:00,17.2,4.47,17.3
141,Šešupė - Liubavo VMS,4322,2025-06-12 11:00:00,60.3,1.44,14.3
142,Šešupė - Liubavo VMS,4322,2025-06-12 12:00:00,60.3,1.44,14.4
143,Šešuvis - Skirgailų VMS,5228,2025-06-12 11:00:00,95.4,9.40,15.8
144,Šešuvis - Skirgailų VMS,5228,2025-06-12 12:00:00,94.6,9.32,15.9
145,Širvinta - Liukonių VMS,5422,2025-06-12 12:00:00,90.3,7.09,16.3
146,Širvinta - Liukonių VMS,5422,2025-06-12 11:00:00,88.9,6.89,16.3
147,Šyša - Šilutės VMS,5125,2025-06-12 12:00:00,118.2,3.07,15.5
148,Šyša - Šilutės VMS,5125,2025-06-12 11:00:00,118.1,3.06,15.3
149,Šlavantas - Čivonių VMS,4622,2025-06-12 11:00:00,81.3,,15.9
150,Šlavantas - Čivonių VMS,4622,2025-06-12 12:00:00,81.4,,15.9
151,Šušvė - Josvainių VMS,5424,2025-06-12 12:00:00,21.8,,17.3
152,Šušvė - Josvainių VMS,5424,2025-06-12 11:00:00,42.2,,17.3
153,Šušvė - Šiaulėnų VMS,5321,2025-06-12 12:00:00,235.6,3.33,14.3
154,Šušvė - Šiaulėnų VMS,5321,2025-06-12 11:00:00,235.8,3.34,14.2
155,Šventas - Girutiškės VMS,5327,2025-06-12 12:00:00,178.3,,15.4
156,Šventas - Girutiškės VMS,5327,2025-06-12 11:00:00,178.5,,15.4
157,Šventoji - Anykščių VMS,5521,2025-06-12 11:00:00,75.0,72.34,16.5
158,Šventoji - Anykščių VMS,5521,2025-06-12 12:00:00,75.2,72.52,16.5
159,Šventoji - Šventosios VMS,5823,2025-06-12 12:00:00,106.9,,14.7
160,Šventoji - Šventosios VMS,5823,2025-06-12 11:00:00,105.1,,14.6
161,Šventoji - Ukmergės VMS,5427,2025-06-12 11:00:00,92.5,75.10,16.2
162,Šventoji - Ukmergės VMS,5427,2025-06-12 12:00:00,93.1,75.54,16.2
163,Švėtė - Žagarės VMS,5724,2025-06-12 12:00:00,99.5,,15.5
164,Švėtė - Žagarės VMS,5724,2025-06-12 11:00:00,99.6,,15.5
165,Tatula - Trečionių VMS,6423,2025-06-12 11:00:00,96.0,4.56,14.2
166,Tatula - Trečionių VMS,6423,2025-06-12 12:00:00,95.9,4.54,14.2
167,Tauragnas - Tauragnų VMS,5522,2025-06-12 11:00:00,98.9,,14.2
168,Tauragnas - Tauragnų VMS,5522,2025-06-12 12:00:00,99.0,,14.2
169,Tenenys - Miestalių VMS,5821,2025-06-12 12:00:00,34.2,,16.5
170,Tenenys - Miestalių VMS,5821,2025-06-12 11:00:00,33.2,,15.9
171,Upita - Eidukų VMS,5325,2025-06-12 11:00:00,73.7,,12.9
172,Upita - Eidukų VMS,5325,2025-06-12 12:00:00,73.5,,13.0
173,Ūla-Pelesa - Zervynų VMS,4429,2025-06-12 12:00:00,94.0,3.71,13.5
174,Ūla-Pelesa - Zervynų VMS,4429,2025-06-12 11:00:00,94.2,3.72,13.6
175,Varėnė - Varėnos VMS,4122,2025-06-12 12:00:00,58.7,,16.3
176,Varėnė - Varėnos VMS,4122,2025-06-12 11:00:00,59.0,,16.3
177,Veiviržas - Mikužių VMS,5822,2025-06-12 11:00:00,63.9,,15.3
178,Veiviržas - Mikužių VMS,5822,2025-06-12 12:00:00,64.0,,15.4
179,Venta - Leckavos VMS,6221,2025-06-12 12:00:00,-6.7,16.79,16.2
180,Venta - Leckavos VMS,6221,2025-06-12 11:00:00,-4.4,17.56,16.1
181,Venta - Papilės VMS,6222,2025-06-12 11:00:00,172.5,12.02,16.8
182,Venta - Papilės VMS,6222,2025-06-12 12:00:00,172.4,11.99,16.8
183,Verknė - Verbyliškių VMS,4425,2025-06-12 11:00:00,95.3,4.76,14.6
184,Verknė - Verbyliškių VMS,4425,2025-06-12 12:00:00,95.3,4.76,14.8
185,Vilkas - Kamorūnų VMS,5527,2025-06-12 11:00:00,35.3,,18.0
186,Vilkas - Kamorūnų VMS,5527,2025-06-12 12:00:00,35.2,,18.0
187,Vilnia - Vilniaus VMS,4524,2025-06-12 11:00:00,180.3,,14.2
188,Vilnia - Vilniaus VMS,4524,2025-06-12 12:00:00,181.8,,14.3
189,Žeimena - Pabradės VMS,4521,2025-06-12 11:00:00,95.6,24.04,16.3
190,Žeimena - Pabradės VMS,4521,2025-06-12 12:00:00,95.9,24.14,16.4
191,Žuvintas - Žuvinto VMS,4321,2025-06-12 11:00:00,122.5,,15.2
192,Žuvintas - Žuvinto VMS,4321,2025-06-12 12:00:00,123.5,,15.1
